month,ticker,month_end_price,prev_month_price,monthly_return
2005-02-01 00:00:00+07,AAPL,1.35003,1.15711,0.16672572184148438783
2005-03-01 00:00:00+07,AAPL,1.25396,1.35003,-0.07116138159892743124
2005-04-01 00:00:00+07,AAPL,1.08503,1.25396,-0.13471721586015502887
2005-05-01 00:00:00+07,AAPL,1.19658,1.08503,0.10280821728431471941
2005-06-01 00:00:00+07,AAPL,1.10769,1.19658,-0.07428671714386000100
2005-07-01 00:00:00+07,AAPL,1.28331,1.10769,0.15854616363784091217
2005-08-01 00:00:00+07,AAPL,1.41113,1.28331,0.09960181094201712758
2005-09-01 00:00:00+07,AAPL,1.61326,1.41113,0.14323981490011551026
2005-10-01 00:00:00+07,AAPL,1.73319,1.61326,0.07434015595750220051
2005-11-01 00:00:00+07,AAPL,2.04115,1.73319,0.17768392386293481961
2005-12-01 00:00:00+07,AAPL,2.16347,2.04115,0.05992700193518359748
2006-01-01 00:00:00+07,AAPL,2.27287,2.16347,0.05056691333829449911
2006-02-01 00:00:00+07,AAPL,2.06108,2.27287,-0.09318174818621390577
2006-03-01 00:00:00+07,AAPL,1.88752,2.06108,-0.08420827915461796728
2006-04-01 00:00:00+07,AAPL,2.11823,1.88752,0.12222916843265236925
2006-05-01 00:00:00+07,AAPL,1.79873,2.11823,-0.15083347889511526133
2006-06-01 00:00:00+07,AAPL,1.72345,1.79873,-0.04185175095762009863
2006-07-01 00:00:00+07,AAPL,2.04543,1.72345,0.18682294235399924570
2006-08-01 00:00:00+07,AAPL,2.04214,2.04543,-0.00160846374600939656
2006-09-01 00:00:00+07,AAPL,2.31672,2.04214,0.13445699119551059183
2006-10-01 00:00:00+07,AAPL,2.44031,2.31672,0.05334697330708933320
2006-11-01 00:00:00+07,AAPL,2.75902,2.44031,0.13060225954899172646
2006-12-01 00:00:00+07,AAPL,2.55286,2.75902,-0.07472218396387122964
2007-01-01 00:00:00+07,AAPL,2.57974,2.55286,0.01052936706282365660
